investment_type,announced_on,raised_amount_usd,post_money_valuation_usd,investor_count,org_uuid
series_a,2007-09-01,2500000.0,0.0,1.0,fa0f3a4f-5671-e925-f425-506277720bce
series_a,2007-09-01,5000000.0,0.0,3.0,46ff310e-5e06-f626-f6b2-80f055fbc5d4
series_a,2007-09-01,7400000.0,0.0,3.0,095e458e-b098-6ca9-51c8-00d1ecf351e5
series_b,2007-09-01,6900000.0,0.0,2.0,1ecc8eff-53f9-ac39-2624-a2a15d75ad90
series_b,2007-09-01,4500000.0,0.0,1.0,cc5e3f69-901f-7a60-d646-2b7687a53451
series_b,2007-09-17,100000000.0,0.0,6.0,3e80d9bd-9ae6-30c3-580b-2f814206be52
series_a,2005-09-01,17000000.0,0.0,2.0,3e80d9bd-9ae6-30c3-580b-2f814206be52
series_a,2007-09-01,4000000.0,0.0,1.0,42b30153-3dc3-0049-651f-e4e5ab4b06d3
seed,2007-12-03,500000.0,0.0,2.0,ddf7f541-9b2e-b0d9-bb76-9e642e91383c
series_a,2007-09-27,500000.0,0.0,2.0,1754c28d-b663-357c-81e3-c408bf1097bb
seed,2007-10-08,500000.0,0.0,2.0,70561b7d-0746-3309-c3df-51a8a04b4d7b
series_b,2007-10-01,11000000.0,0.0,2.0,b3433c29-7218-9d12-374e-a11c320f0d4e
series_a,2007-10-10,5000000.0,0.0,1.0,79b08d4f-8189-4e16-e53c-55871191a25f
series_a,2007-12-01,3000000.0,0.0,1.0,b84358bb-7c0e-f81b-7f42-a85eebd548f2
series_a,2005-06-01,5000000.0,0.0,3.0,68886443-0aaf-0860-7fd6-bd84caa921df
series_a,2002-09-01,4580000.0,0.0,1.0,f43648f4-f341-401b-3b0e-0219683e9ada
series_a,2007-07-01,4000000.0,0.0,2.0,a27aab9c-b885-0625-5c6f-e0664914d235
series_b,2007-12-01,8000000.0,0.0,3.0,a27aab9c-b885-0625-5c6f-e0664914d235
series_b,2007-12-01,7000000.0,0.0,2.0,2eeb3793-f628-6c73-ae1c-6ebf8eb0ec2e
series_a,2007-12-01,3000000.0,0.0,1.0,4fb1ac49-eaf7-3f9e-e5b1-50c0866c4ab9
series_a,2007-12-01,3000000.0,0.0,2.0,77aaa67c-7359-8c9e-5f44-4762cf956636
angel,2007-10-01,100000.0,0.0,0.0,5f088a74-cc85-daf2-7693-31d7723135a6
seed,2007-12-01,3821669.0,0.0,1.0,33d33fba-07fb-f9d7-5c5d-d9d8d9856eb6
series_b,2006-08-01,6000000.0,0.0,3.0,df4f60a1-1efb-78d4-65b3-2fdf01cd2dfd
series_b,2007-12-01,20000000.0,0.0,6.0,f291fb08-c784-eeda-95aa-aab3a605ee71
series_a,2007-06-01,10000000.0,0.0,2.0,f291fb08-c784-eeda-95aa-aab3a605ee71
angel,2006-12-10,7000000.0,0.0,0.0,0cf4f50a-b749-04be-589f-301dc97dc6b5
series_b,2007-12-01,7000000.0,0.0,3.0,becf81a8-1114-e03e-d8fb-df3a42077e88
series_b,2007-09-12,2850000.0,0.0,1.0,85f021c5-877c-6ffc-c055-9324fe04a663
series_a,2006-04-01,6300000.0,0.0,1.0,1ecc8eff-53f9-ac39-2624-a2a15d75ad90
series_a,2006-07-01,1100000.0,0.0,1.0,420f0930-e9a0-a003-717d-2015ec0d6238
series_b,2007-09-01,3300000.0,0.0,2.0,420f0930-e9a0-a003-717d-2015ec0d6238
series_b,2007-08-01,6800000.0,0.0,3.0,33dc2e29-7d89-b73b-e526-305bb9d5bb49
seed,2006-09-01,500000.0,0.0,1.0,79b72e58-2fbb-8df5-b126-99ebf7fcd3c8
series_a,2007-08-01,1700000.0,0.0,0.0,163c8472-6399-1784-5af0-ad24d0e64f28
series_a,2007-08-27,4500000.0,0.0,1.0,4ebc13f2-e621-486a-cbff-700d4b9ac7b3
series_a,2007-10-01,4000000.0,0.0,1.0,302aa2b4-6369-a1b3-0a88-669693e026ce
series_unknown,2007-10-29,50442380.0,0.0,2.0,148e68b7-4b70-d664-9b84-85023e53c19b
seed,2006-05-01,600000.0,0.0,6.0,c5ef8699-5b17-6680-2081-f808db37183d
series_a,2007-11-01,7000000.0,0.0,3.0,498897d8-c6a7-e8c7-7b7a-06afea17b919
series_a,2007-11-01,7000000.0,0.0,4.0,50ab61cf-a5b8-f567-0956-230050ad0e53
series_a,2007-11-01,4750000.0,0.0,2.0,3ac17604-5211-a3ad-df2d-2130d5ec9de3
series_a,2007-11-13,1100000.0,0.0,2.0,52bbf9b6-2c78-fdc2-d828-7b228cffaa78
series_a,2007-11-01,5207791.0,0.0,1.0,8d8c273a-4f1e-f119-ef76-f5fd929cc358
series_a,2007-11-01,1200000.0,0.0,1.0,d3fbdcb9-8904-68f0-6fc9-807129ce50e0
seed,2007-11-01,580000.0,0.0,1.0,c95da866-b88f-8192-fb77-0605e6eaa876
series_a,2007-11-01,0.0,0.0,1.0,79095a6f-5767-f4e7-62c9-42578b5156a4
series_b,2007-12-01,15000000.0,0.0,4.0,3fc11bef-5958-05b5-ca92-ffafd8d147c1
angel,2007-12-01,2000000.0,0.0,0.0,ed7e846b-7002-4736-9e29-df5aa90ce899
debt_financing,2007-11-01,20000000.0,0.0,1.0,e141eb02-a86a-a504-1367-6f07fe9c3d76
series_a,2007-11-01,5000000.0,0.0,1.0,a5b4148f-63c3-29c6-8226-854e5c2ab115
angel,2006-02-08,100000.0,0.0,1.0,9b75649f-2b27-93ef-399f-7b6606225a63
series_a,2007-01-01,2000000.0,0.0,9.0,cc5e3f69-901f-7a60-d646-2b7687a53451
angel,2006-09-01,1000000.0,0.0,9.0,b683af1f-8dcf-8f82-37d9-88fbadd63e1b
series_a,2008-02-14,6000000.0,0.0,12.0,f9793ff5-ae80-b891-b21c-a35b48caf60d
series_a,2006-02-01,5000000.0,0.0,4.0,168cec91-c91f-971e-f6e9-81474bb9acb6
series_b,2007-12-01,7000000.0,0.0,2.0,168cec91-c91f-971e-f6e9-81474bb9acb6
series_a,2007-12-01,1469873.0,0.0,1.0,614d55b0-9ac8-de6a-9218-c98212353fc6
series_a,2006-10-01,0.0,0.0,1.0,481e0292-f829-2758-354c-49154b2d02a2
series_b,2007-12-01,0.0,0.0,1.0,481e0292-f829-2758-354c-49154b2d02a2
series_a,2006-03-01,27400000.0,0.0,4.0,4f174d0b-ff9c-0106-8b29-5eb53dbf1a27
series_c,2007-12-01,10000000.0,0.0,3.0,65220fe6-d817-f26a-7fb8-46b146fb9e99
series_a,2005-11-01,7000000.0,0.0,1.0,65220fe6-d817-f26a-7fb8-46b146fb9e99
series_e,2007-12-01,12000000.0,0.0,3.0,e547e5b5-106b-f0b4-5af0-6adc915c9ba2
series_b,2004-12-01,8600000.0,0.0,2.0,e547e5b5-106b-f0b4-5af0-6adc915c9ba2
series_a,2007-12-01,1000000.0,0.0,1.0,9284712f-d2d0-31f4-b6ad-b8174fca5708
angel,2007-06-01,750000.0,0.0,3.0,3c65d874-ea2a-9c85-9b94-95bcd8a5e5fe
series_b,2007-12-01,10000000.0,0.0,3.0,96f8cb80-0d79-328d-57d1-827f0b620c40
series_a,2007-07-01,2000000.0,0.0,2.0,96f8cb80-0d79-328d-57d1-827f0b620c40
angel,2007-11-01,750000.0,0.0,5.0,9f47abd8-9ce5-2685-0090-3ab58f4407bf
series_b,2007-12-17,7700000.0,0.0,2.0,c2b87ad1-326b-9595-3315-1bb47147984b
series_a,2006-10-01,3300000.0,0.0,2.0,c2b87ad1-326b-9595-3315-1bb47147984b
series_a,2007-12-01,7200000.0,0.0,1.0,304c06db-48a7-e07c-cfb2-486981a42b49
seed,2007-12-01,500000.0,0.0,2.0,f3d002cf-c16c-71f8-5305-db056431a7b9
series_a,2007-12-01,3800000.0,0.0,3.0,3d318c8b-688d-1339-869f-9f622927a7e1
series_a,2007-03-01,3950000.0,0.0,1.0,c2cc52c9-3a0a-c313-e5c6-f77a769db8fd
series_c,2007-12-17,22000000.0,0.0,7.0,8f52418a-427f-b951-5064-0c2213406fbc
series_a,2007-12-01,24000000.0,0.0,3.0,25bba517-037e-2e77-937f-223d6b2f1657
series_a,1999-03-01,25000000.0,0.0,2.0,d5baee96-359e-6264-7b8e-7f1ca72f6fe8
seed,1996-01-01,0.0,0.0,1.0,d5baee96-359e-6264-7b8e-7f1ca72f6fe8
seed,2007-12-18,1700000.0,0.0,5.0,a58d2b03-03b6-9484-30ef-b4b82ccd4f04
series_a,2005-04-01,500000.0,0.0,1.0,3b10e82b-f3aa-a3f2-6a4f-85c83dc3c819
series_a,2006-01-01,1500000.0,0.0,1.0,3b10e82b-f3aa-a3f2-6a4f-85c83dc3c819
series_a,2006-07-01,4000000.0,0.0,2.0,3b10e82b-f3aa-a3f2-6a4f-85c83dc3c819
series_b,2007-03-01,3300000.0,0.0,2.0,3b10e82b-f3aa-a3f2-6a4f-85c83dc3c819
series_c,2007-12-01,6000000.0,0.0,3.0,3b10e82b-f3aa-a3f2-6a4f-85c83dc3c819
series_a,2007-12-18,3000000.0,0.0,2.0,7184a886-07d5-030f-213e-b8b012da6f2b
seed,2007-01-01,1000000.0,0.0,0.0,5e5367e2-82b9-14d1-2423-c0a401b4d6f7
series_c,2007-12-01,16500000.0,0.0,4.0,bda9d3d8-20f0-0ebf-89a1-e18c331978c3
series_b,2006-01-01,5000000.0,0.0,3.0,bda9d3d8-20f0-0ebf-89a1-e18c331978c3
series_a,2004-01-01,5000000.0,0.0,3.0,bda9d3d8-20f0-0ebf-89a1-e18c331978c3
series_c,2007-12-01,20000000.0,0.0,5.0,0f2c2560-b0da-f473-9d05-f5f09fa08da2
series_a,2006-07-01,2000000.0,0.0,1.0,0f2c2560-b0da-f473-9d05-f5f09fa08da2
angel,2006-01-01,472625.0,0.0,0.0,c48dbc08-92c1-e30a-2c8b-f8a8720d8f3b
seed,2007-12-01,1763847.0,0.0,4.0,c48dbc08-92c1-e30a-2c8b-f8a8720d8f3b
series_c,2005-09-01,25000000.0,0.0,2.0,4116ff46-60f4-f305-242f-8d9c0c167469
series_d,2006-07-01,32500000.0,0.0,1.0,4116ff46-60f4-f305-242f-8d9c0c167469
private_equity,2007-12-01,96500000.0,0.0,4.0,ebc5db43-f6c0-8fb1-bb49-ddded56ba46b
seed,2007-12-01,0.0,0.0,0.0,6dd82f60-3c9b-88ca-0981-4f2668caad03
series_c,2006-05-01,11500000.0,0.0,1.0,ae1ec5c5-5352-cd5d-8db5-220b46626b12
series_b,2004-12-01,7000000.0,0.0,3.0,ae1ec5c5-5352-cd5d-8db5-220b46626b12
series_a,2004-01-14,8500000.0,0.0,2.0,ae1ec5c5-5352-cd5d-8db5-220b46626b12
series_d,2007-12-01,196000000.0,796000000.0,9.0,ae1ec5c5-5352-cd5d-8db5-220b46626b12
seed,2004-04-01,1000000.0,0.0,3.0,a3d39fb3-1bf6-7db7-ec65-fad69f6c81fc
series_a,2007-12-01,7000000.0,0.0,3.0,ef598b5b-d588-c21f-9b93-be78443f4e22
series_a,2006-11-01,16000000.0,0.0,7.0,fe8a76c0-67fd-21c9-2b6a-8b61fc4a2914
series_b,2007-10-01,2000000.0,0.0,0.0,fe8a76c0-67fd-21c9-2b6a-8b61fc4a2914
series_a,2007-12-01,20000000.0,0.0,2.0,3af550ec-482c-16cf-6764-7ac685822391
series_a,2006-12-01,5000000.0,0.0,3.0,b540b035-603b-5e9f-f3cd-68607b41ec0b
series_d,2007-10-17,48500000.0,0.0,5.0,0bca7fb1-2f2e-c14c-d875-194def70f911
series_a,2006-01-01,8000000.0,0.0,2.0,0bca7fb1-2f2e-c14c-d875-194def70f911
series_b,2006-05-01,16000000.0,0.0,3.0,0bca7fb1-2f2e-c14c-d875-194def70f911
series_c,2006-09-01,21000000.0,0.0,1.0,0bca7fb1-2f2e-c14c-d875-194def70f911
series_b,2006-10-01,8000000.0,0.0,2.0,19ddd65e-51a1-c5c5-78da-a94689bbf2b6
series_b,2007-08-16,101000000.0,0.0,7.0,7546b7b2-7bbb-1e51-2ff3-06bba81c5952
series_a,2005-06-01,8000000.0,0.0,1.0,7546b7b2-7bbb-1e51-2ff3-06bba81c5952
angel,2005-06-18,400000.0,0.0,3.0,548a7f1a-59b3-7cf6-279c-d43e7fbb762e
series_a,2006-11-01,1000000.0,0.0,5.0,548a7f1a-59b3-7cf6-279c-d43e7fbb762e
series_c,2007-07-01,3250000.0,0.0,3.0,548a7f1a-59b3-7cf6-279c-d43e7fbb762e
series_d,2007-10-01,30000000.0,0.0,8.0,03e7a926-1e8a-f3e2-b693-d79b14809f50
series_c,2007-01-25,40000000.0,0.0,10.0,03e7a926-1e8a-f3e2-b693-d79b14809f50
series_b,2006-02-01,30000000.0,0.0,12.0,03e7a926-1e8a-f3e2-b693-d79b14809f50
series_a,2005-11-01,32000000.0,0.0,0.0,03e7a926-1e8a-f3e2-b693-d79b14809f50
series_a,2007-09-01,43300000.0,0.0,2.0,25b41a01-7659-55e9-a072-f37bb0d47a0b
series_b,2005-05-01,20000000.0,0.0,4.0,7f44baa2-0fb1-6f6e-5964-43fc0e6a6579
series_c,2006-06-21,75000000.0,0.0,13.0,7f44baa2-0fb1-6f6e-5964-43fc0e6a6579
series_b,2005-07-01,12000000.0,0.0,5.0,a7078b34-90ed-c542-899a-761e5502cbed
series_unknown,2007-08-21,12000000.0,0.0,4.0,a7078b34-90ed-c542-899a-761e5502cbed
angel,2006-01-01,0.0,0.0,0.0,29936f73-4973-c7ed-8242-e2f5f9d1c401
series_b,2007-12-01,15000000.0,0.0,2.0,622e63a9-147d-c538-57e9-03e9afb884e6
series_a,2007-04-01,6000000.0,0.0,3.0,79b72e58-2fbb-8df5-b126-99ebf7fcd3c8
angel,2007-12-01,1000000.0,0.0,2.0,da4facc6-1a4a-1de4-8b2a-e4cec8f372a5
series_c,2006-05-01,40000000.0,0.0,10.0,a367b036-5952-5435-7541-ad7ee8869e24
series_d,2007-05-11,45000000.0,0.0,10.0,a367b036-5952-5435-7541-ad7ee8869e24
series_a,2004-04-23,7500000.0,0.0,2.0,a367b036-5952-5435-7541-ad7ee8869e24
series_b,2005-02-01,13000000.0,0.0,2.0,a367b036-5952-5435-7541-ad7ee8869e24
seed,2007-06-01,15000.0,0.0,1.0,6cf0e8a0-2e1c-f1ee-cf64-ae35ca95f320
seed,2006-10-01,0.0,0.0,1.0,0518deac-7f1f-9bf7-231a-9a1217e3db1d
series_a,2007-07-01,1500000.0,0.0,2.0,0518deac-7f1f-9bf7-231a-9a1217e3db1d
series_a,2004-12-01,6000000.0,0.0,3.0,090c0675-a8b2-f963-127b-ef4f31ddc7fe
series_a,2006-10-01,2000000.0,0.0,2.0,b8a98c62-83bd-2944-a9bb-abda814b157e
debt_financing,2006-06-01,0.0,0.0,0.0,6d082604-b4b4-fe14-0884-1d9a83ffa3a2
series_a,2005-06-01,7000000.0,0.0,1.0,042f33ca-34ca-b1ce-d28a-de06d5e40e5d
series_a,2005-12-01,3000000.0,0.0,1.0,7340f43e-9720-9944-8292-1d2f52ca68d0
series_b,2006-12-01,8000000.0,0.0,2.0,7340f43e-9720-9944-8292-1d2f52ca68d0
seed,2006-12-01,1650000.0,0.0,1.0,34de5655-1d63-0372-29c4-ed96cf6194a4
series_a,2007-08-01,8000000.0,0.0,3.0,34de5655-1d63-0372-29c4-ed96cf6194a4
seed,2007-12-01,1250000.0,0.0,4.0,ff71401a-f5b0-1dd8-2b72-4a9e5d6ecba0
seed,2007-05-01,3000000.0,0.0,2.0,071ec4de-0f32-36f8-9646-7929fbe7da06
debt_financing,2007-12-01,2000000.0,0.0,0.0,8efe5a00-5079-e116-28b8-5271b94b92c8
series_a,2005-10-01,400000.0,0.0,2.0,e867f917-49f4-717c-a827-1b2269d9bdb4
series_a,2007-12-11,1000000.0,0.0,1.0,0c90679b-f1f1-1746-0dc3-d8547af02346
angel,2007-12-01,0.0,0.0,0.0,8b5dd517-60d3-b02a-7e6f-c4dfa0562861
series_a,2007-12-01,0.0,0.0,0.0,2c2502e5-35fd-1140-1425-2670490f90f3
series_a,2007-12-01,10000000.0,0.0,0.0,5d8d636e-b4f6-9303-01f5-a0b13634c766
series_a,2006-03-06,2500000.0,0.0,1.0,c0814529-d8d4-d405-4fdf-f03fa9028802
series_a,2007-12-01,2500000.0,0.0,1.0,c0814529-d8d4-d405-4fdf-f03fa9028802
series_a,2007-01-01,0.0,0.0,3.0,8f1c6d7c-3e12-51bc-d687-d080c346cc47
debt_financing,2008-01-01,7000000.0,0.0,1.0,d654664d-2935-313e-5448-20e2745e7c8a
series_b,1999-04-01,16000000.0,0.0,7.0,d654664d-2935-313e-5448-20e2745e7c8a
series_d,1999-12-01,0.0,0.0,1.0,d654664d-2935-313e-5448-20e2745e7c8a
series_c,1999-10-01,30000000.0,0.0,10.0,d654664d-2935-313e-5448-20e2745e7c8a
series_a,2007-09-01,2000000.0,0.0,6.0,fdea27ca-a482-eed3-c419-775419ee1d06
series_a,2006-10-01,5000000.0,0.0,2.0,e308457e-4ae2-d34b-8399-f4885c5ef05c
series_unknown,2008-01-03,10000000.0,0.0,2.0,6058e080-a00d-e060-b9d6-a9565517bf98
series_a,2006-11-06,8000000.0,0.0,2.0,e2aa863c-410e-efc8-4501-4a2d1351ae40
series_c,2008-01-01,45000000.0,0.0,4.0,e2aa863c-410e-efc8-4501-4a2d1351ae40
series_b,2007-01-17,15600000.0,0.0,3.0,e2aa863c-410e-efc8-4501-4a2d1351ae40
series_a,2007-02-05,5000000.0,0.0,1.0,e5d9f64f-e402-67e0-b714-82f0e43df81c
series_b,2008-01-01,20000000.0,0.0,4.0,e5d9f64f-e402-67e0-b714-82f0e43df81c
series_unknown,2008-01-01,47000000.0,0.0,1.0,82931311-f1fa-e5a7-b563-9d94595f97d1
series_d,2008-01-01,20000000.0,0.0,3.0,fd2bf7fa-6a58-6870-d378-9512f37f1760
series_a,2008-01-01,8000000.0,0.0,2.0,a77b73cb-b580-2b01-417a-3d331a5fb775
angel,2008-01-01,3000000.0,0.0,2.0,3c0be1cd-f4a4-3f05-0a4b-aef31292d6f6
angel,2007-04-01,300000.0,0.0,2.0,8d374874-924f-bbfa-86b4-0d591373faef
series_b,2006-07-01,2000000.0,0.0,1.0,7aedd19b-c5ee-df45-45bd-4fe86dee3526
seed,2007-06-01,0.0,0.0,6.0,093b4f08-7be6-03f3-31f2-6a640386132d
series_b,2008-01-01,4000000.0,0.0,2.0,0518deac-7f1f-9bf7-231a-9a1217e3db1d
series_a,2006-08-01,2850000.0,0.0,1.0,7f54dc7c-ed99-bceb-9601-050c01af7200
series_b,2008-01-01,9500000.0,0.0,1.0,45f747ed-ad43-32bc-4d77-ab11182b5bf8
series_a,2006-09-01,6000000.0,0.0,2.0,45f747ed-ad43-32bc-4d77-ab11182b5bf8
series_a,2008-01-01,7000000.0,0.0,2.0,26374c80-2323-629a-7fd0-d7a69236e510
series_a,2008-01-09,13300000.0,0.0,2.0,095e458e-b098-6ca9-51c8-00d1ecf351e5
series_a,2005-09-01,14000000.0,0.0,1.0,d5715d23-56bc-9106-456a-d3286a68c305
series_b,2006-07-01,0.0,0.0,0.0,d5715d23-56bc-9106-456a-d3286a68c305
series_c,2007-01-01,4000000.0,0.0,2.0,d5715d23-56bc-9106-456a-d3286a68c305
series_d,2008-01-01,26000000.0,0.0,3.0,d5715d23-56bc-9106-456a-d3286a68c305
series_c,2008-01-01,20000000.0,0.0,3.0,1be487c6-c498-0599-ac9e-c5d777344b7f
series_b,2006-05-01,13000000.0,0.0,2.0,1be487c6-c498-0599-ac9e-c5d777344b7f
series_a,2005-04-01,7000000.0,0.0,1.0,1be487c6-c498-0599-ac9e-c5d777344b7f
series_a,2004-01-01,2000000.0,0.0,4.0,71a4f0cf-c755-60cb-4bc1-0b59b6028d0b
series_b,2006-01-01,4200000.0,0.0,1.0,71a4f0cf-c755-60cb-4bc1-0b59b6028d0b
series_a,2006-08-01,10500000.0,0.0,4.0,ea7ed226-88e1-43c3-b75c-e05e9e5c29b0
series_a,2007-10-10,10000000.0,0.0,6.0,ea7ed226-88e1-43c3-b75c-e05e9e5c29b0
